"paperId","publicationVenue","title","abstract","venue","year","citationCount","fieldsOfStudy","publicationTypes","publicationDate","journal","authors"
"38f5b53b49be555430f33b8363910191a3df1d14","{'id': '100ffd12-b334-4f02-826b-8ac408e7df49', 'name': 'International Journal for Research in Applied Science and Engineering Technology', 'type': 'journal', 'alternate_names': ['Int J Res Appl Sci Eng Technol'], 'issn': '2321-9653', 'url': 'https://www.ijraset.com/'}","A Survey on Big Data Analytics: Challenges, Open Research Issues and Tools","Abstract: A huge repository of terabytes of data is generated each day from modern information systems and digital technologies such as Internet of Things and cloud computing. Analysis of these massive data requires a lot of efforts at multiple levels to extract knowledge for decision making. Therefore, big data analysis is a current area of research and development. The basic objective of this paper is to explore the potential impact of big data challenges, open research issues, and various tools associated with it. As a result, this article provides a platform to explore big data at numerous stages. Additionally, it opens a new horizon for researchers to develop the solution, based on the challenges and open research issues.","International Journal for Research in Applied Science and Engineering Technology","2022","163","['Computer Science']","['Review']","2022-12-31","{'name': 'International Journal for Research in Applied Science and Engineering Technology'}","[{'authorId': '2150744', 'name': 'D. Acharjya'}, {'authorId': '2285074747', 'name': 'P. KauserAhmed'}]"
"1d174f0e3c391368d0f3384a144a6c7487f2a143","","Big Data's Disparate Impact","Advocates of algorithmic techniques like data mining argue that these techniques eliminate human biases from the decision-making process. But an algorithm is only as good as the data it works with. Data is frequently imperfect in ways that allow these algorithms to inherit the prejudices of prior decision makers. In other cases, data may simply reflect the widespread biases that persist in society at large. In still others, data mining can discover surprisingly useful regularities that are really just preexisting patterns of exclusion and inequality. Unthinking reliance on data mining can deny historically disadvantaged and vulnerable groups full participation in society. Worse still, because the resulting discrimination is almost always an unintentional emergent property of the algorithm’s use rather than a conscious choice by its programmers, it can be unusually hard to identify the source of the problem or to explain it to a court.This Essay examines these concerns through the lens of American antidiscrimination law — more particularly, through Title VII’s prohibition of discrimination in employment. In the absence of a demonstrable intent to discriminate, the best doctrinal hope for data mining’s victims would seem to lie in disparate impact doctrine. Case law and the Equal Employment Opportunity Commission’s Uniform Guidelines, though, hold that a practice can be justified as a business necessity when its outcomes are predictive of future employment outcomes, and data mining is specifically designed to find such statistical correlations. Unless there is a reasonably practical way to demonstrate that these discoveries are spurious, Title VII would appear to bless its use, even though the correlations it discovers will often reflect historic patterns of prejudice, others’ discrimination against members of protected groups, or flaws in the underlying dataAddressing the sources of this unintentional discrimination and remedying the corresponding deficiencies in the law will be difficult technically, difficult legally, and difficult politically. There are a number of practical limits to what can be accomplished computationally. For example, when discrimination occurs because the data being mined is itself a result of past intentional discrimination, there is frequently no obvious method to adjust historical data to rid it of this taint. Corrective measures that alter the results of the data mining after it is complete would tread on legally and politically disputed terrain. These challenges for reform throw into stark relief the tension between the two major theories underlying antidiscrimination law: anticlassification and antisubordination. Finding a solution to big data’s disparate impact will require more than best efforts to stamp out prejudice and bias; it will require a wholesale reexamination of the meanings of “discrimination” and “fairness.”","","2016","2405","['Sociology']","","","{'name': 'California Law Review', 'pages': '671', 'volume': '104'}","[{'authorId': '2881033', 'name': 'Solon Barocas'}, {'authorId': '46432110', 'name': 'Andrew D. Selbst'}]"
"3a74bed911ccf213d9595b2b02a5b1c4ac4dcaf8","{'id': '5faaa538-f6a0-4867-b6f9-c0dedc4fd2de', 'name': 'The Information Society', 'type': 'journal', 'alternate_names': ['Inf Soc', 'Information Society'], 'issn': '0197-2243', 'alternate_issns': ['1605-9921'], 'url': 'http://www.metapress.com/openurl.asp?genre=journal&issn=0197-2243', 'alternate_urls': ['http://www.tandfonline.com/loi/utis20', 'http://www.indiana.edu/~tisj/']}","Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy","","The Information Society","2017","2410","['Computer Science']","['JournalArticle']","2017-10-03","{'name': 'The Information Society', 'pages': '301 - 302', 'volume': '33'}","[{'authorId': '120550117', 'name': 'T. Doyle'}]"
"178571a5cde984c895493e2eb6c5487449d055cf","{'id': 'fbd8408a-7dc6-439b-9339-55de0ba0b338', 'name': 'Military Medical Research', 'type': 'journal', 'alternate_names': ['Mil Med Res'], 'issn': '2054-9369', 'url': 'http://www.mmrjournal.org/'}","Data mining in clinical big data: the frequently used databases, steps, and methodological models","","Military Medical Research","2021","327","['Medicine']","['Review', 'JournalArticle']","2021-08-11","{'name': 'Military Medical Research', 'volume': '8'}","[{'authorId': '2139634153', 'name': 'Wen-Tao Wu'}, {'authorId': '12013287', 'name': 'Yuan-jie Li'}, {'authorId': '1500673788', 'name': 'Aozi Feng'}, {'authorId': '2156059845', 'name': 'Li Li'}, {'authorId': '2110812737', 'name': 'Tao Huang'}, {'authorId': '143908701', 'name': 'A. Xu'}, {'authorId': '80193067', 'name': 'Jun Lyu'}]"
"bf69c98fca9a9f6c1cde871beddbcdc668b77771","","Big Data: A Revolution That Will Transform How We Live, Work, and Think","Since Aristotle, we have fought to understand the causes behind everything. But this ideology is fading. The world of big data can crunch However the indirect implication of a raw material in cdc data processing. He says most common search terms think we'll have lost. At the damnation profoundly surprising conclusions, from make it seems more recently I think. Less as a fascinatingand sometimes profoundly surprising ways not knowing why only one to find knowledge.","","2015","2876","['Sociology']","","2015-06-01","{'name': '', 'pages': '156', 'volume': '67'}","[{'authorId': '2289710033', 'name': 'Kenneth Cukier'}]"
"92fd5aaeacaa332a725e72647e20baec5c73b73d","{'id': 'e7c556b0-162f-4c48-9d25-fe3c141f984e', 'name': 'Big Data and Cognitive Computing', 'alternate_names': ['Big Data Cogn Comput'], 'issn': '2504-2289', 'url': 'http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-1077183', 'alternate_urls': ['https://www.mdpi.com/journal/BDCC', 'https://www.mdpi.com/journal/BDCC/about', 'http://nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:ch:bel-1077183']}","Big Data Analytics in Supply Chain Management: A Systematic Literature Review and Research Directions","Big data analytics has been successfully used for various business functions, such as accounting, marketing, supply chain, and operations. Currently, along with the recent development in machine learning and computing infrastructure, big data analytics in the supply chain are surging in importance. In light of the great interest and evolving nature of big data analytics in supply chains, this study conducts a systematic review of existing studies in big data analytics. This study presents a framework of a systematic literature review from interdisciplinary perspectives. From the organizational perspective, this study examines the theoretical foundations and research models that explain the sustainability and performances achieved through the use of big data analytics. Then, from the technical perspective, this study analyzes types of big data analytics, techniques, algorithms, and features developed for enhanced supply chain functions. Finally, this study identifies the research gap and suggests future research directions.","Big Data and Cognitive Computing","2022","73","['Computer Science']","['JournalArticle', 'Review']","2022-02-01","{'name': 'Big Data Cogn. Comput.', 'pages': '17', 'volume': '6'}","[{'authorId': '2152634067', 'name': 'In Lee'}, {'authorId': '2468335', 'name': 'George Mangalaraj'}]"
"b904dcdbd7c7b33938583f2f57d05ca70e121ea9","{'id': 'e7c556b0-162f-4c48-9d25-fe3c141f984e', 'name': 'Big Data and Cognitive Computing', 'alternate_names': ['Big Data Cogn Comput'], 'issn': '2504-2289', 'url': 'http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-1077183', 'alternate_urls': ['https://www.mdpi.com/journal/BDCC', 'https://www.mdpi.com/journal/BDCC/about', 'http://nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:ch:bel-1077183']}","An Efficient and Secure Big Data Storage in Cloud Environment by Using Triple Data Encryption Standard","In recent decades, big data analysis has become the most important research topic. Hence, big data security offers Cloud application security and monitoring to host highly sensitive data to support Cloud platforms. However, the privacy and security of big data has become an emerging issue that restricts the organization to utilize Cloud services. The existing privacy preserving approaches showed several drawbacks such as a lack of data privacy and accurate data analysis, a lack of efficiency of performance, and completely rely on third party. In order to overcome such an issue, the Triple Data Encryption Standard (TDES) methodology is proposed to provide security for big data in the Cloud environment. The proposed TDES methodology provides a relatively simpler technique by increasing the sizes of keys in Data Encryption Standard (DES) to protect against attacks and defend the privacy of data. The experimental results showed that the proposed TDES method is effective in providing security and privacy to big healthcare data in the Cloud environment. The proposed TDES methodology showed less encryption and decryption time compared to the existing Intelligent Framework for Healthcare Data Security (IFHDS) method.","Big Data and Cognitive Computing","2022","61","['Computer Science']","['JournalArticle']","2022-09-26","{'name': 'Big Data Cogn. Comput.', 'pages': '101', 'volume': '6'}","[{'authorId': '2186480691', 'name': 'Mohan Naik Ramachandra'}, {'authorId': '2200758545', 'name': 'Madala Srinivasa Rao'}, {'authorId': '2150706913', 'name': 'W. Lai'}, {'authorId': '65965701', 'name': 'P. Divakarachari'}, {'authorId': '2200528122', 'name': 'Jayachandra Ananda Babu'}, {'authorId': '2143272549', 'name': 'Hemalatha Kivudujogappa Lingappa'}]"
"f12930cd5f58990badc1a7c5d2749cad004cfb0e","","Big data analytics for intelligent manufacturing systems: A review","","","2021","308","['Computer Science']","['Review']","2021-06-12","{'name': 'Journal of Manufacturing Systems', 'volume': ''}","[{'authorId': '46584628', 'name': 'Junliang Wang'}, {'authorId': '153250242', 'name': 'Chuqiao Xu'}, {'authorId': '50561597', 'name': 'Jie Zhang'}, {'authorId': '2068352939', 'name': 'Ray Y. Zhong'}]"
"fe44200fed05f9a7c656f2245deded8fd5f5e1e6","{'id': 'd60da343-ab92-4310-b3d7-2c0860287a9d', 'name': 'Journal of Big Data', 'type': 'journal', 'alternate_names': ['J Big Data', 'Journal on Big Data'], 'issn': '2196-1115', 'alternate_issns': ['2579-0048'], 'url': 'http://www.journalofbigdata.com/', 'alternate_urls': ['http://www.springer.com/computer/database+management+&+information+retrieval/journal/40537', 'http://techscience.com/JBD/index.html', 'https://journalofbigdata.springeropen.com', 'https://journalofbigdata.springeropen.com/']}","CatBoost for big data: an interdisciplinary review","","Journal of Big Data","2020","705","['Computer Science', 'Medicine']","['JournalArticle', 'Review']","2020-08-19","{'name': 'Journal of Big Data', 'volume': '7'}","[{'authorId': '119723024', 'name': 'John T. Hancock'}, {'authorId': '1725285', 'name': 'T. Khoshgoftaar'}]"
"94deb62af3054c49e7d80bd7eb3ed5efe990fc0b","","Traffic Flow Prediction With Big Data: A Deep Learning Approach","Accurate and timely traffic flow information is important for the successful deployment of intelligent transportation systems. Over the last few years, traffic data have been exploding, and we have truly entered the era of big data for transportation. Existing traffic flow prediction methods mainly use shallow traffic prediction models and are still unsatisfying for many real-world applications. This situation inspires us to rethink the traffic flow prediction problem based on deep architecture models with big traffic data. In this paper, a novel deep-learning-based traffic flow prediction method is proposed, which considers the spatial and temporal correlations inherently. A stacked autoencoder model is used to learn generic traffic flow features, and it is trained in a greedy layerwise fashion. To the best of our knowledge, this is the first time that a deep architecture model is applied using autoencoders as building blocks to represent traffic flow features for prediction. Moreover, experiments demonstrate that the proposed method for traffic flow prediction has superior performance.","IEEE transactions on intelligent transportation systems (Print)","2015","2618","['Computer Science', 'Engineering']","['JournalArticle']","2015-04-01","{'name': 'IEEE Transactions on Intelligent Transportation Systems', 'pages': '865-873', 'volume': '16'}","[{'authorId': '34859953', 'name': 'Yisheng Lv'}, {'authorId': '2241838', 'name': 'Y. Duan'}, {'authorId': '1903243', 'name': 'Wenwen Kang'}, {'authorId': '2146248481', 'name': 'Z. Li'}, {'authorId': '143769760', 'name': 'Feiyue Wang'}]"
"1597449a7f64b6bd24639b4deab96c8a8c184177","{'id': '69c55941-42d0-4d07-bc3f-9a98c51b8fe7', 'name': 'The International Journal of Advanced Manufacturing Technology', 'type': 'journal', 'alternate_names': ['Robotersysteme', 'Int J Adv Manuf Technol'], 'issn': '0268-3768', 'alternate_issns': ['0178-0026'], 'url': 'http://www.springer.com/170', 'alternate_urls': ['https://link.springer.com/journal/170', 'http://www.springer.com/engineering/production+eng/journal/170?changeHeader']}","Digital twin-driven product design, manufacturing and service with big data","","The International Journal of Advanced Manufacturing Technology","2017","1962","['Engineering']","","2017-03-16","{'name': 'The International Journal of Advanced Manufacturing Technology', 'pages': '3563 - 3576', 'volume': '94'}","[{'authorId': '50556355', 'name': 'F. Tao'}, {'authorId': '49776606', 'name': 'Jiangfeng Cheng'}, {'authorId': '29011153', 'name': 'Qinglin Qi'}, {'authorId': '47474337', 'name': 'Meng Zhang'}, {'authorId': '2153527172', 'name': 'He Zhang'}, {'authorId': '50470670', 'name': 'Fangyuan Sui'}]"
"b6b7fea1846e85ac1e3c7e3adda6e65b127d0368","{'id': '228761ec-c40a-479b-8309-9dcbe9851bcd', 'name': 'IEEE Internet of Things Journal', 'type': 'journal', 'alternate_names': ['IEEE Internet Thing J'], 'issn': '2327-4662', 'url': 'https://www.ieee.org/membership-catalog/productdetail/showProductDetailPage.html?product=PER288-ELE', 'alternate_urls': ['https://ieeexplore.ieee.org/servlet/opac?punumber=6488907', 'https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6488907', 'http://ieee-iotj.org/#']}","IoT, Big Data, and Artificial Intelligence in Agriculture and Food Industry","Internet of Things (IoT) results in a massive amount of streaming data, often referred to as “big data,” which brings new opportunities to monitor agricultural and food processes. Besides sensors, big data from social media is also becoming important for the food industry. In this review, we present an overview of IoT, big data, and artificial intelligence (AI), and their disruptive role in shaping the future of agri-food systems. Following an introduction to the fields of IoT, big data, and AI, we discuss the role of IoT and big data analysis in agriculture (including greenhouse monitoring, intelligent farm machines, and drone-based crop imaging), supply chain modernization, social media (for open innovation and sentiment analysis) in food industry, food quality assessment (using spectral methods and sensor fusion), and finally, food safety (using gene sequencing and blockchain-based digital traceability). A special emphasis is laid on the commercial status of applications and translational research outcomes.","IEEE Internet of Things Journal","2020","390","['Computer Science']","['JournalArticle', 'Review']","2020-05-29","{'name': 'IEEE Internet of Things Journal', 'pages': '6305-6324', 'volume': '9'}","[{'authorId': '144984672', 'name': 'N. Misra'}, {'authorId': '144929055', 'name': 'Y. Dixit'}, {'authorId': '1403270550', 'name': 'A. Al-Mallahi'}, {'authorId': '35436614', 'name': 'Manreet Bhullar'}, {'authorId': '47232798', 'name': 'R. Upadhyay'}, {'authorId': '144186679', 'name': 'A. Martynenko'}]"
"a0d18dddaa995b126ad373e33767b9b881d16b2f","{'id': '6a8c0041-d0b7-4e32-b52c-33adef005c7e', 'name': 'Frontiers in Artificial Intelligence', 'alternate_names': ['Front Artif Intell'], 'issn': '2624-8212', 'url': 'https://www.frontiersin.org/journals/artificial-intelligence#'}","An Introductory Review of Deep Learning for Prediction Models With Big Data","Deep learning models stand for a new learning paradigm in artificial intelligence (AI) and machine learning. Recent breakthrough results in image analysis and speech recognition have generated a massive interest in this field because also applications in many other domains providing big data seem possible. On a downside, the mathematical and computational methodology underlying deep learning models is very challenging, especially for interdisciplinary scientists. For this reason, we present in this paper an introductory review of deep learning approaches including Deep Feedforward Neural Networks (D-FFNN), Convolutional Neural Networks (CNNs), Deep Belief Networks (DBNs), Autoencoders (AEs), and Long Short-Term Memory (LSTM) networks. These models form the major core architectures of deep learning models currently used and should belong in any data scientist's toolbox. Importantly, those core architectural building blocks can be composed flexibly—in an almost Lego-like manner—to build new application-specific network architectures. Hence, a basic understanding of these network architectures is important to be prepared for future developments in AI.","Frontiers in Artificial Intelligence","2020","410","['Medicine', 'Computer Science']","['Review', 'JournalArticle']","2020-02-28","{'name': 'Frontiers in Artificial Intelligence', 'volume': '3'}","[{'authorId': '1399003993', 'name': 'F. Emmert-Streib'}, {'authorId': '1698784963', 'name': 'Zhenyi Yang'}, {'authorId': '2113276011', 'name': 'Han Feng'}, {'authorId': '89377594', 'name': 'S. Tripathi'}, {'authorId': '1792351', 'name': 'M. Dehmer'}]"
"456c011594ecacdd24298a161787389ccbe4b88b","","Big Data Service Architecture: A Survey","As one of the main development directions in the information field, big data technology can be applied for data mining, data analysis and data sharing in the massive data, and it created huge economic benefits by using the potential value of data. Meanwhile, it can provide decision-making strategies for social and economic development. Big data service architecture is a new service economic model that takes data as a resource, and it loads and extracts the data collected from different data sources. This service architecture provides various customized data processing methods, data analysis and visualization services for service consumers. This paper first briefly introduces the general big data service architecture and the technical processing framework, which covered data collection and storage. Next, we discuss big data processing and analysis according to different service requirements, which can present valuable data for service consumers. Then, we introduce the detailed cloud computing service system based on big data, which provides high performance solutions for large-scale data storage, processing and analysis. Finally, we summarize some big data application scenarios over various fields.","","2020","320","['Computer Science']","['Review']","2020-03-01","{'name': 'Journal of Internet Technology', 'pages': '393-405', 'volume': '21'}","[{'authorId': '2143716975', 'name': 'Jin Wang'}, {'authorId': '47795877', 'name': 'Yaqiong Yang'}, {'authorId': '2118913820', 'name': 'Tian Wang'}, {'authorId': '145165793', 'name': 'R. Sherratt'}, {'authorId': '2108122564', 'name': 'Jingyu Zhang'}]"
