authorID,institutionID
2187817044,2
2157261,5
98680110,3
2203425373,1
2187839291,10
143914828,9
2066304514,11
2142506247,11
35805107,8
2122700133,11
2723309,4
115481520,2
2091477753,5
2066034,7
1857295,7
2835362,11
1936676,3
3348747,4
47941567,1
116563084,10
48099028,6
1709111,1
48721493,3
2228697086,9
2211230885,3
31443913,11
35251370,6
2267995,4
46963251,1
2103335341,10
2201701,8
50793079,11
3252972,10
1401391462,10
113346178,1
113196625,3
32231986,8
116925840,4
91629349,11
2218392276,1
2135922763,1
2242243631,3
2252838083,9
2238490495,1
2258785057,2
118132321,6
1577907792,3
2238160126,10
2237761183,11
2237759339,2
2237759982,2
2176082362,7
2216899709,10
2237950600,11
2216853485,6
4577727,8
2237773816,9
145157171,10
2221506,9
2110917048,10
2244544,3
1831278,11
1697247,4
2087716508,2
2170777725,1
2111835924,1
29331197,2
2191830601,9
2146121960,11
2004358077,2
2150567228,8
2117994899,9
9070175,1
3153325,2
2053187711,2
2073340858,11
8320813,3
1398063383,2
39933263,7
1393042981,2
1772497,2
1400863382,10
2143607565,8
118468484,8
2158284215,7
8978169,2
2217860333,1
2150420735,2
34304033,3
82240241,2
2001399252,3
2064321253,8
2200382956,11
32866892,10
2182079774,10
2036663643,3
2205185230,9
49596260,2
2205183888,4
50877934,11
2205182276,7
1804082,1
3017153,2
37131806,2
1738475,1
1739965103,3
49252696,8
144996075,8
2886607,8
153604150,2
153024015,5
21524995,1
2075349702,3
3085084,6
145850249,10
115045442,1
145182896,10
118834200,2
2108624104,2
2197971254,2
10751153,2
1400276226,11
2320027126,9
1654218420,8
1571417160,1
144324892,2
144856758,9
49745654,6
2321725,11
1718810,4
122902793,3
40151244,7
1661884341,11
145439417,4
119640649,1
3351938,4
1471909492,8
39132551,2
1396212229,5
51231678,3
2067024894,4
6454443,3
2067332323,4
144244303,2
2198273063,6
2841893,11
40390773,7
2661025,2
47191829,2
2084098271,1
1745572,6
2111722061,1
2051681709,10
2213266,3
2118113314,8
8638650,11
3658427,4
52326632,8
6413143,1
144223091,5
2153400663,6
29909347,11
2368067,8
144447820,4
26958176,4
2053810539,1
1524732527,4
3226635,2
1791585,10
1991019030,5
2046135,8
2475437,3
51903517,5
1425082935,10
2085587569,1
46617804,5
2159632445,11
40625240,3
2664737,10
2145438541,2
2555924,10
40244451,2
1754497,3
2226805,10
48448318,3
39172707,2
145625142,2
65855107,3
2151097303,11
2114713781,8
32664763,11
6131630,7
2112130177,11
51938431,4
72910075,8
71927708,2
38909097,1
2110935237,2
2118717067,4
2065151121,2
3028785,9
1701686,4
145248077,5
1847835,11
1678537,11
16152124,4
2207837585,10
2108431340,3
1443678743,9
2194009,3
46273605,10
30940923,3
1734917,9
4045460,3
46242703,5
35664095,2
1981539,3
144629487,10
2058094188,7
6235261,11
87766750,5
40344171,11
143699164,7
67042377,3
1734481,2
2205544450,3
88741890,3
16015502,2
143650563,11
5993799,8
2314072643,6
2314224714,10
88843642,11
52068311,1
2186440376,3
6511688,2
5020356,4
13881439,7
39318187,1
2076769181,8
50336233,8
47699752,3
1412826192,10
2186432980,1
35475748,8
90953121,11
2068889817,2
1993034,11
2052195102,11
2176526845,9
144578773,3
13572472,3
84710072,1
11812182,8
9819602,11
2152005487,8
2404139,11
2060429169,5
2197115488,7
2841157,1
2215241660,5
144687532,11
80439522,1
144986260,11
46531894,6
143802908,7
2119122409,1
1394608448,11
1830416512,5
2162250133,2
7229537,2
47909039,2
3649776,5
2053881004,8
12428455,8
4325914,3
1745648,3
6686518,3
1996033,6
4579991,1
145454815,2
51285810,11
145781464,2
2005052424,8
120521274,5
143910391,1
2125438345,9
15290283,7
2359807,11
47686610,3
13416601,5
2000172258,2
2318499072,5
2318500968,11
1610516344,9
1840400657,2
2160034551,5
80066929,6
121163131,7
2090011760,1
2195323356,6
27349542,5
150282231,11
3741725,2
50616282,5
10269016,5
14938784,3
8672839,11
5467144,11
2109764847,2
153643066,1
2132725826,10
2180646302,11
15725179,7
2202743771,5
51051483,9
1741283,2
35132120,9
2210247,6
4876886,2
2118774034,9
3430125,6
143699999,3
66697271,10
144588806,9
2145954003,8
1829410,1
1690341,3
1492113638,3
1699149190,6
2122826199,4
1780531,2
33340656,9
2174269421,6
32991017,2
10372764,11
2116670334,8
2149548187,6
90909974,6
2284300618,1
38666915,2
5164568,3
2238754,2
4972421,6
2260642384,11
101744715,11
2019153,1
5197776,1
52630992,2
27615982,8
32780441,5
2116289774,2
2351824,5
2145065759,1
2193021044,3
30157449,8
29561632,4
3817204,11
2108613378,11
5774047,3
8068477,4
51320817,1
4949525,3
1949871,2
1706627,9
2871166,1
2248403476,11
66191031,10
2248336414,1
2192181986,2
2051599,6
5671907,1
35225524,8
121704382,6
40552926,3
50227754,11
46718975,1
2731349,2
28575936,6
21012984,11
8226579,8
2353025,11
1867144,2
5248294,11
34930976,8
2080586141,3
38975737,2
2338001,1
1794896,1
2152490619,10
2118675513,3
144217709,10
145138762,5
1485372834,4
40360586,8
49405431,8
1389997680,9
145882824,2
66906587,6
1693233,5
4584606,8
6998737,3
2161976152,3
152422777,5
2121901775,11
2211383331,8
2211381450,5
8813642,1
5711443,7
12890144,3
5934248,3
32721935,6
49943757,7
36039638,2
3306904,5
2000131,8
2037929486,7
72926079,1
2627074,1
1978847746,10
40477949,11
40484994,1
2586262,11
2183836570,1
2109018791,3
1585490808,7
66381128,7
122853846,6
1468415069,11
2184789062,1
46387576,5
50147365,2
1395824321,10
2053231377,7
1644042132,8
66059197,11
35029607,2
3373906,9
2017638265,8
47149536,7
2116653363,9
3144149,3
3224908,2
6349242,7
2108749268,6
48884605,2
2152907375,11
6363571,10
4120363,4
2108735694,9
1758122,11
119924562,1
49884103,11
38272234,5
2115329576,5
2213155941,1
145695638,2
2204563133,8
2108412525,1
10368869,1
2153958481,5
2212152062,3
153112833,8
2057059798,8
49648991,4
2153280096,9
2155408529,10
2135312720,8
2164153754,4
145963492,11
1840597192,7
3357294,10
22237794,2
35780620,1
2433727,11
1703853345,4
145649636,1
2083287,8
120177722,8
2151188452,10
145921983,4
47431372,3
2729810,11
2135290702,5
2168434329,9
2187928238,9
2135290698,2
2064078858,6
145817877,7
2266382269,1
2060052028,1
2202224830,7
121938185,1
2650116,1
1400826090,5
4941448,1
46421929,8
6332024,1
2977931,5
31394603,4
2134791809,9
11937434,1
2133988,8
2306022759,2
2068891,5
4058359,4
7844231,2
1717278,6
10206188,4
2986263,1
2844950,8
3191663,9
2996914,8
1696086,6
2057207171,2
1399635506,3
2064525458,8
1789382,2
2422310,9
1719754,2
2205516,4
1403473008,5
145773546,8
1760868,6
14964166,4
13928913,8
46928880,2
145181373,6
17973014,1
2466789,7
1397974254,3
1403836595,1
2106400192,1
31097203,6
3265985,9
143618209,3
151453890,9
2106400966,2
2106400166,8
2106400273,11
2106400725,1
2056646744,8
2296962,1
2325428,5
1693341,2
1707206,1
1685102,6
51304716,6
94005438,7
2052444288,2
2087007778,8
4971950,2
2115379738,3
2149295995,10
2898507,8
2188144745,11
2190588283,3
145176257,10
1745715,7
2078529155,5
1714016,4
2728662,10
145671619,3
2196760,1
116140762,1
40656934,11
2175589984,8
2087394814,5
13840342,6
67028389,2
35508743,1
2058829885,7
2051782552,8
2119811347,2
4275392,1
2098408635,10
2219899794,10
1389258397,11
2218628,9
1404978492,10
5006378,10
2264234723,3
2963287,2
2209018,1
144787000,11
1390024239,11
96285627,11
65894510,2
2313999567,8
144168564,6
2153910566,6
2000294770,10
98853389,6
46266495,6
144864069,6
1391112109,1
1736838,11
2172397207,9
118741672,10
2212719408,2
1573756747,10
2059908083,9
1403617366,3
1490915001,6
1403086670,11
1403000656,5
2004925877,2
2040528,2
145898058,2
1733795,4
147484115,2
2037061366,5
2194004875,8
2194018853,6
1404143519,4
87384240,2
143699927,3
2214605,5
32673318,6
1792009,1
2117280,5
1829350,3
1682816,5
49184748,9
1935336,2
13964487,8
2690957,3
2067967717,8
49446733,6
102266843,10
114215650,11
144966824,6
38342675,8
143778010,7
1842273253,9
2051304994,11
2108279369,11
2109623647,5
2242468870,2
1959705,4
2060422236,10
2125914358,4
2154602212,11
2154603619,1
2154601029,2
2154607113,1
2154602325,3
2154697499,3
2150338203,2
2154769279,3
2154930724,1
2125905940,6
2054769247,3
144474949,1
2295418122,3
1712865,2
4386787,1
1999188219,1
2116575168,11
1925309,11
2870606,1
46706351,1
144188958,11
3330245,10
1798121,5
47265573,3
145313336,3
2200259444,6
1398920601,2
2064384207,4
2094662,6
112935442,6
143653483,8
2676636,9
2213064891,2
46779768,7
51297986,1
2212802644,3
2144864662,10
2149204648,8
2179844887,1
2189614842,7
6903322,5
145492828,2
2113723644,3
152292088,10
1474231474,1
2068691035,8
20411838,10
144050098,5
115674541,11
2185977819,2
50988389,1
9702825,1
1414876578,3
3875682,8
104415113,4
2185978196,10
79851016,8
6204450,2
143605744,9
4337300,3
31699747,9
35321363,3
2350820524,11
2238711692,7
2238608220,10
2238684466,8
2003476582,4
1916966,11
2782896,7
1726052704,10
1726042626,2
90891696,5
40582307,4
2114897422,9
49672552,4
143781709,5
152501500,1
2099595684,10
3372627,8
113215614,4
15600683,10
98468144,7
2122815,1
38252945,10
114901083,1
2204962760,11
49193784,9
2171902940,9
2172162773,8
2155091718,10
9747941,11
2209209688,5
2616600,8
2180463,4
144662324,10
2038490,6
31624455,10
2069141814,1
2432742,3
49406416,7
3194430,5
145438097,7
1705118,2
1930380,9
2419453,2
1788771,4
2223582,7
2551269,8
1770312,4
2624478,1
50562753,1
144518646,5
2072346682,4
2350862308,2
29861580,11
49933077,3
51294029,1
4327905,10
2210161657,1
50277477,10
2039247805,1
2808113,11
19227239,1
46844060,2
2011284,3
144369609,10
2200174656,10
2278886220,2
2175715,11
69947310,6
2181379924,11
9505694,3
2441416,8
153415648,11
88989698,3
30528739,9
40631192,7
2138402474,6
3065703,11
1892673,7
1697444,7
2304843101,5
2132824413,5
2125627924,5
2067721105,5
14907572,1
2086699077,11
2070836888,5
2297331,10
1694373,4
49434070,3
39380875,2
39816921,11
1916439,2
1751614630,2
2081272022,11
1483617437,3
3011486,1
2735879,3
2084659,8
1982425,4
144479015,6
2110228691,10
1803520,11
103709243,1
1729396025,8
1890738,3
1800870,7
1764321,1
2807902,5
145895009,2
1750742,3
2065160088,4
2620627,11
145241630,4
1839381,10
2536917,7
48932874,6
35349267,11
1401677076,2
2046904,11
3151889,4
3511689,1
2271618,6
1894531,11
2169681262,2
145591974,3
145486086,10
1719425,3
2117540619,3
1999571205,7
120068783,1
2132161231,10
2312547221,3
2313576609,5
2312542943,8
2313527159,3
2312547113,6
2312539821,7
2313578353,4
2313576611,7
2313583427,6
2118538845,9
2219085627,2
2080069064,5
2053382533,8
2400119,11
1836368181,1
1404524276,2
2072388824,2
90162788,3
2101732869,1
9845641,3
2090679,8
5401296,9
2115270604,3
40342882,5
2301073891,10
95703942,7
1689869,1
1723535,3
10269507,5
1403643862,1
2746604,7
27614532,4
72529929,5
2423134,6
2156541489,11
2145681772,1
2062622282,11
49404145,7
2963962,1
145249315,6
2804297,3
2144328693,4
1410589166,4
31133151,6
39755829,2
4365053,1
1724944,2
2133541379,11
2101805,4
35187206,11
1713331,3
1745664,10
1773657,6
2904199,7
1446956253,11
82808117,10
6850399,5
3295092,5
32825659,3
2114809026,6
2066361397,2
3638723,11
2061751534,10
2110760273,10
31624927,11
77736142,9
2196610372,6
2108389167,3
40508738,3
2195885696,10
145704920,3
2103276226,4
3891562,6
2065029737,8
83807438,11
32446157,9
2375595,10
47631735,7
2114902364,2
2114865336,3
9348833,1
2044651102,3
35597045,3
117066068,4
103828032,3
49603388,2
40325099,2
31600786,8
1731432,3
1703084,1
1724289,5
2416646,11
47594232,4
95280480,6
11290541,10
21308708,8
40398993,6
1576818262,2
5460297,9
1910264,10
78091466,1
145274256,10
113597920,1
8539773,1
66616861,11
94118066,7
1912678,4
4529644,6
48819331,11
1935392,5
2058642447,5
145944286,6
40588014,2
2183404500,1
1699436,9
3090846,7
2508003,6
2520424,8
97607538,1
17346420,3
3253321,1
3248188,1
87810365,8
24637418,4
1741894876,7
2052406287,2
1905352,9
3087447,3
1701876,2
3024298,4
2240007068,10
121496210,5
2239951728,2
2241277000,10
2241276771,2
73755672,5
2240395537,11
2240017120,2
118278094,7
2241276769,2
22236100,11
2056236357,6
35640498,11
49047272,5
3907413,11
12645334,6
40900486,4
40699900,2
10207677,11
1789893,11
15936485,1
31708825,3
2512463,9
46892789,3
2182006961,10
28558214,5
1400515385,1
66735193,8
2200053064,7
2113272819,9
1968612982,5
89725482,1
2218922089,9
145518106,11
144668050,1
144287490,6
2234493,3
49737894,1
145843577,2
39263577,10
2887842,2
3254367,2
35593430,1
1688587,5
1708312,2
2159191937,5
2146425125,7
2214998955,9
35167635,10
1791663,4
3139520,9
49596277,11
145066617,7
2158283443,1
2697953,3
2058930057,9
144002017,1
1953585,3
1763295,11
31664866,3
2145340243,7
47602054,1
48728271,10
70854193,1
2065797607,2
36672350,5
2797270,11
34164013,3
2633839,3
2064056189,7
2774880,3
10995410,10
2143339883,11
2136166189,5
2135965594,6
2136168649,2
2651556,2
2166477914,5
40511414,10
2136202465,2
2141892759,4
2146867407,2
1896604752,2
2148656273,1
2109229857,11
36535404,8
3146790,2
90591458,5
47525570,3
1747902,8
1775500,2
144467155,5
38816436,5
48044524,2
2571158,3
8157991,3
40375162,1
6855194,10
35012869,2
143961030,5
12070808,8
29121251,1
47781070,5
3432460,10
3597286,7
2118191495,4
4315331,1
1816037717,3
5798451,2
114724481,3
1995171,10
38991221,10
1965803,11
3003986,1
50364097,2
5324323,8
3641819,2
1792468,11
144472480,11
1752733,9
123796891,7
2093183,8
88739143,5
3590539,10
39725258,7
2109740563,7
4682692,8
2051069,1
2202344452,11
2216353627,9
8652102,9
1968184,11
113089111,7
2005067710,8
2564858,9
2120985715,1
145130479,1
144954846,1
1738142,11
2115885602,2
49211263,10
2051889776,11
47562861,8
118275663,5
3811656,11
2139962699,3
5699317,4
5673200,5
113094768,7
2281717468,1
48554053,3
1404409062,11
8940819,3
2060125061,2
48719618,6
1404803312,3
24275769,6
115890614,7
5226024,5
3518307,3
35542228,1
21712088,2
4458785,5
2086257079,4
6301929,6
134183290,7
34127166,9
34688247,10
3519437,1
29833470,11
51237657,11
2065428423,1
29758651,7
14875552,7
8757003,11
21792361,9
2364734,11
145887630,3
3077331,2
1832271,4
4990214,2
2883898,1
69051180,11
144979473,8
2116620965,4
2060950429,3
2703697,5
2065668182,8
38920486,5
12491682,5
145360004,9
48108537,9
103688686,8
2112783215,7
1751019,10
37895334,9
2065543878,3
2163646521,2
2110076764,9
47229716,3
12395618,2
40289752,5
151375485,6
2324088109,5
123495019,3
2083276026,1
40253530,6
51216220,4
2175443024,4
2134698433,11
2065601922,3
145625751,2
6129704,1
3872947,8
145204642,4
1393710409,4
152527338,7
1828259,1
102679938,1
50345966,9
12693663,6
1400558200,11
16288599,9
2072007188,2
1692553273,10
151506418,6
1752718927,8
31864840,8
5311605,5
123107614,8
70900156,9
1961003,3
49000744,1
2183048895,2
3290098,3
2060487019,11
1388882854,8
4220315,7
11504747,2
34459632,10
36652403,2
2075447229,3
12252481,8
5446244,8
13945918,4
115141360,2
1998158001,10
3070352,2
49110486,1
1896974,3
38480469,9
2175081,7
29830026,3
2115875786,10
21817215,9
46619889,7
2168997084,11
2174383106,3
2154432810,8
2172207599,1
100673376,5
46577324,4
2149522080,10
2145946153,5
1399889498,2
1893579,1
13787984,3
3304956,4
2204051949,5
2204076653,4
1577536005,1
144554647,8
40034244,1
2222036565,11
2025140,1
2258772337,2
2152154941,1
2204929921,1
2204948431,6
35346885,6
2004577591,2
2146285145,2
7792071,10
152297693,3
28972636,2
13014449,8
2115648970,1
2199313698,1
2037380067,11
2986398,10
40541154,4
39934542,7
2199313876,1
2771337,1
1978710,8
101453056,2
1446979471,1
66402249,11
2051925251,2
1419491976,3
1729524617,9
2934691,11
145019478,10
144159726,11
144002190,6
50397921,3
144417360,6
1735243,2
31201927,6
38486571,1
153584607,7
14133719,3
1380313064,6
114569843,9
72249219,11
2796638,11
2064121862,8
1404642666,11
2295412,6
2095107900,9
102269846,7
102553992,2
2046744075,10
144495801,5
2059742047,11
11297035,11
2970070,1
3426526,3
2115246617,10
46515199,9
144853753,4
2313548,6
22927506,2
2201314413,6
2108440638,8
2112558768,2
12906895,10
2201293353,5
2066810286,7
47744706,9
2824435,6
2003315701,5
2885797,11
1949614,11
5047312,7
4530093,8
5710895,1
34800492,9
2167698871,4
4445262,6
1776762,1
48612494,10
31035595,11
2056658938,7
39849748,11
2065894334,11
152724169,5
6515819,1
2072676,10
67311962,11
144864359,9
119609682,4
144517868,11
1404060687,9
2064404342,9
103143311,1
48422824,5
1992922591,10
2052152920,11
49387725,11
2059411355,9
144239765,7
2108828435,11
2064673055,11
1380985420,10
145565184,2
1490681878,8
2115193883,8
133740015,7
52238703,5
2698777,6
2047160365,1
2230203,1
2133448691,1
2110231364,3
1404584030,8
2262173779,5
2312432346,7
2312432342,6
2312435869,11
2077591909,8
2700917,8
3159752,2
35224828,3
13344068,1
1753369376,2
1388803826,4
113831107,10
144666089,3
2218405083,4
2196109750,9
2130028588,8
2110510561,11
2146563008,7
2187746584,1
6234552,6
2142655889,6
1677008487,6
32290524,2
123240167,7
2679540,3
2162056502,11
28037193,3
2199827919,6
46472281,7
2090669480,10
2199821741,9
1830071,1
2072389958,1
50544014,11
3955759,5
4139635,3
34086911,10
2174733915,1
2071704751,10
4840932,9
2839193,3
3897482,11
144482635,11
5881892,2
4164173,7
6135263,2
2052365403,3
3536938,11
1406028473,9
12892115,7
3571477,11
101675015,4
144225514,1
1387460828,4
98123464,6
2010562,10
5619575,7
2223881636,11
1396045178,11
3158459,1
2059794152,10
2223882091,11
117633112,1
1819662,2
10764286,7
5650051,10
3974907,8
152532222,3
1715723,3
3573141,3
3510064,10
5569089,7
2064739756,2
6722048,8
4165633,6
48236249,7
1751596770,5
2215471257,3
2152905305,6
2971502,7
1880815,6
2110498784,7
1393004790,1
2119081469,11
3370429,4
2500466,6
1977806,7
119589314,5
1788614,7
2075963415,10
144975381,3
2111328701,6
147674071,3
2547308,3
5689804,4
13596587,11
2151573056,2
48183737,2
152530849,2
2144296335,1
52159307,1
2059751975,9
2143574510,1
30698279,3
2146166631,2
2149345768,5
2114573930,1
1799133,6
37596605,2
145223146,8
3364499,10
2156213645,11
3277756,2
147447358,4
1896291,3
2025776,8
3237267,7
143755350,8
145948914,4
51374066,4
1998858,1
3314963,9
19265487,4
3209846,3
1781328,8
2109205354,11
36422366,11
2190443047,1
117659692,7
2190443513,6
119548834,9
50817484,11
5569318,6
3267791,3
1938694,7
4858386,1
2230826,8
2189022433,8
3817596,8
6701840,2
33272847,1
144444488,8
2273096548,5
38209594,2
1500736932,1
1581806280,11
2092075635,10
123760856,11
2064047200,4
2049095005,1
144152606,4
33422510,2
47726132,3
1508543895,3
1566337182,1
40333280,1
40898374,7
1448437232,3
1405522947,1
1411783122,3
2203232571,7
153763806,11
39024140,9
5689466,1
40538049,11
3230785,6
1399105969,2
3085331,6
2156897271,4
2810613,11
2462633,8
2156897718,11
19168196,11
2691021,5
40046694,9
88342435,4
144783904,9
145419642,3
2799026,2
1745256,10
1692714,1
153176881,2
2092368,11
2120705465,2
2146187013,10
2130134119,8
2146530985,11
144936914,5
1784286,9
37066124,6
2559467,11
1754414,1
2044795062,3
144630568,9
2085437762,11
2174590617,2
37270620,10
1478927768,2
1732035,2
2174590216,8
49945656,10
144783229,10
4709258,2
2250567118,3
3723586,11
4545845,5
1398224906,10
34271046,1
49363891,1
37358763,4
4402019,6
8888048,10
143648398,8
3648591,11
3634279,10
5975768,3
6401668,1
6574060,1
8731810,8
152494319,6
2068720511,5
2004236080,5
1380472888,11
1380473839,4
145517674,5
2141445804,1
2135344625,7
46808324,2
2227597896,2
6235775,3
40627194,2
2256215568,3
2227617609,3
2227769682,2
2227612995,2
115670646,6
152253671,9
1931713155,7
2229493041,9
2230048416,1
118524741,5
2227528371,11
2257226805,6
152162506,5
2227582150,5
101445292,3
2227602672,5
114698935,2
1393657735,2
2116998051,8
2264162386,8
148330523,4
2263939892,11
144720538,7
39674763,2
145267923,1
2228271518,5
2256215147,5
2227822151,11
104173485,3
2228094039,2
71083298,6
2227614766,11
2227579359,8
152431172,3
2256214800,2
2227762893,5
145775472,2
104458032,9
51015834,4
145215359,11
27801456,7
2217676942,4
2075120475,3
144535982,8
102443256,5
95913206,7
2228276875,11
144849495,9
2061548367,3
2258883396,3
2230795389,8
2228295522,10
2227604321,8
2227806485,2
2266325244,9
152395138,5
103438427,8
1447309060,9
2206249978,4
95874777,2
2149454831,2
2139787941,6
98728556,8
50856403,5
152398521,5
2227622870,1
72501174,10
9140016,1
2227781517,3
47077430,5
2264573376,1
143770758,1
2227613082,1
152571917,1
2249166704,8
2264507227,8
2263859106,2
2139795146,4
2227509563,6
2262985917,6
2264704005,8
1580155738,4
2227822276,3
2080699161,4
84252719,5
2227789038,5
2227632290,8
152844650,3
2076924947,2
47233846,11
2228280565,2
2227617677,6
2227769861,3
145612660,7
2059199462,4
1382070501,10
102578224,7
2263995941,8
2263967260,11
87776206,3
144280664,1
104031769,11
2227642353,8
152479860,2
152597881,4
2177050233,1
2227899833,5
77770841,10
103608661,11
103946757,7
2227771141,9
1742241850,1
1728332662,8
1411326718,3
2227783112,3
2059617331,1
2227528745,6
2003397905,8
2227612982,8
92377142,3
2144805306,10
87362198,1
116732975,3
2227604146,4
119272891,1
2249169215,7
145947179,6
2256210745,5
120484726,10
118155635,7
2237822844,1
1728889053,2
2238237546,2
2157620303,6
2264534827,5
2266132147,8
143760253,11
2125293368,6
2227873117,3
52263827,2
7961334,10
2238105679,6
2227556194,11
2227621081,8
120408642,1
2228129798,7
2227762923,9
2227778672,2
2227797619,8
10253731,1
2264538368,6
120308907,3
50427008,11
2709844,4
51260006,1
4951897,7
144177495,4
147770872,8
2227775148,1
2227827848,2
2248195024,9
123483278,7
2264559143,1
2673328,4
1659023954,9
16033476,3
2263989716,10
153266866,1
2249166778,9
65974330,3
2227781372,10
143723301,4
145159992,3
86911834,6
93973964,11
3762852,4
2264507293,2
2037130216,2
2057063902,1
2227626183,2
2069430463,8
83696635,8
1753594831,3
2227626216,2
2262706535,2
2056939376,8
2264003962,8
2344049,5
144339139,8
2227775088,1
2083407747,1
2227626364,11
1901059,8
2204819756,6
6324253,7
71635003,11
101285498,1
2256215987,7
152586649,3
152476171,10
2060941570,9
2227771102,2
1643918777,9
145940623,3
3775167,4
104111875,11
2227617818,11
93387531,11
122965852,9
6159391,5
152157437,3
88639477,3
2229438182,8
5475283,5
2227606387,4
6851393,2
103187186,8
2253061442,9
115113767,3
2227778730,8
2227537815,8
145169879,8
2130469753,3
2256192737,3
1390727352,11
2106225072,3
2170109142,3
49966445,1
104108306,3
2227875341,9
152835929,7
3810544,2
2060167794,9
31924735,10
2264515496,3
35034608,5
48880153,7
2227782748,8
144865805,4
2215776918,10
2003265799,1
2264540636,3
95241130,3
2233961040,4
152270110,1
2256192948,6
2247579485,9
4760400,10
145042721,9
46734435,2
1383552646,1
2069450087,8
144382067,1
152384225,7
108106748,11
50326055,3
1417349664,8
2220183,1
102892674,10
2246449546,3
152655587,4
48436248,4
1478747286,11
115851074,2
2227623106,9
47788700,1
143805067,11
2068247118,10
1388890109,10
152552473,1
4116420,5
