authorID,name
49596260,Surinder Kumar
2205183888,Abdul Hanan
50877934,J. Hussain
2205182276,Saad Abdullah
1726052704,S. Meister
1726042626,Mahdieu A. M. Wermes
90891696,J. Stüve
40582307,R. Groves
47726132,Z. Swiecki
1508543895,Hassan Khosravi
1566337182,Guanliang Chen
46515199,J. Lodge
40333280,Sandra Milligan
1735121,N. Selwyn
33272847,D. Thakker
144444488,B. Mishra
2273096548,Amr Abdullatif
38209594,Suvodeep Mazumdar
1500736932,Sydney Simpson
22236100,Sasank Chilamkurthy
2056236357,Rohit Ghosh
35640498,Swetha Tanamala
49047272,Mustafa Biviji
3907413,N. Campeau
12645334,V. Venugopal
40900486,V. Mahajan
40699900,Pooja Rao
10207677,Prashant Warier
2149522080,Guang Yang
2145946153,Qian Zhang
1399889498,Zhilan Zhao
1893579,Chuanbin Zhou
2110917048,Helen Smith
46432110,Andrew D. Selbst
35535043,Julia E. Powles
14964166,K. Brodman
13928913,A. V. van Woerkom
46928880,A. J. Erdmann
145181373,L. S. Goldstein
1707001,P. Regalia
2200259444,Pavel Talamanov
4584606,Tomoe Kanaya
2375595,E. Callaway
2135312720,J. Ogier du Terrail
2164153754,Armand Leopold
145963492,Clément Joly
1840597192,C. Béguier
3357294,M. Andreux
22237794,C. Maussion
35780620,B. Schmauch
2433727,Eric W. Tramel
1703853345,E. Bendjebbar
145649636,M. Zaslavskiy
2083287,G. Wainrib
120177722,M. Milder
2151188452,Julie Gervasoni
145921983,J. Guérin
47431372,T. Durand
2729810,A. Livartowski
2135290702,K. Moutet
2168434329,Clément Gautier
2187928238,Inal Djafar
2135290698,A.-L. Moisson
2064078858,Camille Marini
145817877,M. Galtier
2266382269,Félix Balazard
2060052028,R. Dubois
2202224830,Jeverson Moreira
121938185,A. Simon
2650116,D. Drubay
1400826090,M. Lacroix-Triki
4941448,C. Franchet
46421929,G. Bataillon
6332024,P. Heudel
2138402474,A. Haleem
49884103,M. Javaid
2115329576,R. Singh
3065703,R. Suman
2312547221,J. Caparic
2313576609,Cargo
2312542943,CJ Gaston
2313527159,Sta. Rosa
2312547113,JL Resuello
2312539821,C. Parmis
2313578353,Lovely Crissa
2313576611,Mae Cargo
2313583427,Daniel Sta. Rosa
119287684,Jillian Grennan
11037233,Roni Michaely
2116620965,Qing Liu
2060950429,David G. W. Pitt
2703697,Xueyuan Wu
1399105969,Marta Maria Koc-Januchta
3085331,K. Schönborn
2156897271,Casey Roehrig
2810613,V. Chaudhri
2462633,L. Tibell
2156897718,H. C. Heller
4840932,D. Arnett
2839193,R. Blumenthal
3897482,Michelle A. Albert
144482635,E. Michos
5881892,Andrew B. Buroker
4164173,M. Miedema
6135263,Z. Goldberger
2052365403,D. Muñoz
3536938,E. Hahn
1406028473,Sidney C. Smith
12892115,C. Himmelfarb
3571477,S. Virani
101675015,A. Khera
144225514,K. Williams
1387460828,D. Lloyd‐Jones
98123464,J. Yeboah
2010562,J. McEvoy
5619575,B. Ziaeian
2223881636,Aha Task Force Members
1396045178,P. O'Gara
3158459,J. Beckman
2059794152,Glenn N. Levine
2223882091,Immediate Past Chair
117633112,S. Al‐Khatib
1819662,M. Hlatky
10764286,K. Birtcher
5650051,J. Ikonomidis
3974907,J. Cigarroa
152532222,J. Joglar
1715723,A. Deswal
3573141,L. Mauri
3510064,L. Fleisher
5569089,M. Piano
2064739756,Federico Gentile
6722048,B. Riegel
4165633,D. Wijeysundera
2977931,D. Tuia
31394603,B. Kellenberger
2134791809,Sara Meghan Beery
11937434,Blair R. Costelloe
2133988,S. Zuffi
1726617,B. Risse
2068891,Alexander Mathis
4058359,Mackenzie W. Mathis
7844231,F. Langevelde
1717278,T. Burghardt
10206188,R. Kays
2986263,H. Klinck
2844950,M. Wikelski
3191663,I. Couzin
2996914,Grant Van Horn
1696086,M. Crofoot
2057207171,Chuck Stewart
1399635506,T. Berger-Wolf
2260642384,Chris Stokel-Walker
46619889,Richard van Noorden
145625751,H. Asadi
6129704,H. Kok
3872947,S. Looby
145204642,P. Brennan
1393710409,A. O'Hare
152527338,J. Thornton
2003203554,Kęstutis Mosakas
122902793,K. Singhal
40151244,Shekoofeh Azizi
1661884341,T. Tu
145439417,S. Mahdavi
119640649,Jason Wei
3351938,Hyung Won Chung
1471909492,Nathan Scales
39132551,A. Tanwani
1396212229,H. Cole-Lewis
51231678,S. Pfohl
2067024894,P. Payne
6454443,Martin G. Seneviratne
2067332323,P. Gamble
144244303,C. Kelly
2198273063,Nathaneal Scharli
2841893,Aakanksha Chowdhery
40390773,P. A. Mansfield
2661025,B. A. Y. Arcas
47191829,D. Webster
2084098271,Greg S. Corrado
1745572,Yossi Matias
2111722061,K. Chou
2051681709,Juraj Gottweis
2213266,Nenad Tomašev
2118113314,Yun Liu
8638650,A. Rajkomar
3658427,J. Barral
52326632,Christopher Semturs
6413143,A. Karthikesalingam
144223091,Vivek Natarajan
122853846,M. Cannarsa
66546379,T. Bresnahan
13398002,Mo’tasem M. Alsmadi
4494833,N. Idkaidek
2076041163,Tiffany H. Kung
40315563,Morgan Cheatham
2036654064,Arielle Medenilla
2205202770,Czarina Sillos
2205233755,Lorie De Leon
2205195617,Camille Elepaño
2205195620,Maria Madriaga
2205195054,Rimel Aggabao
2205233740,Giezel Diaz-Candido
2205202767,James Maningo
2205195081,Victor Tseng
6701840,L. Nuhn
48721493,Weiqi Xu
2228697086,Ouyang Fan
144662324,David DeVault
2038490,Ron Artstein
31624455,G. Benn
2069141814,Teresa Dey
2432742,Edward Fast
49406416,Alesia Gainer
3194430,Kallirroi Georgila
145438097,J. Gratch
1705118,Arno Hartholt
1930380,Margot Lhommet
2419453,Gale M. Lucas
1788771,S. Marsella
2223582,Fabrizio Morbini
2551269,Angela Nazarian
1770312,Stefan Scherer
2624478,Giota Stratou
50562753,Apar Suri
144518646,D. Traum
2072346682,Rachel Wood
1884967,Yuyu Xu
29861580,A. Rizzo
49933077,Louis-Philippe Morency
1739965103,Rajesh Gupta
49252696,Sudeep Tanwar
144996075,Neeraj Kumar
2886607,Sudhanshu Tyagi
33955451,B. Cope
2334862,M. Kalantzis
2693295,Duane Searsmith
2144864662,Yunfeng Chen
2149204648,Yalan Lin
2179844887,Xiaodie Xu
2189614842,Jinzhen Ding
6903322,Chuzhao Li
145492828,Yiming Zeng
2113723644,Weifang Xie
152292088,Jianlong Huang
113089111,Pandit Byomakesha Dash
2005067710,B. Naik
2564858,Janmenjoy Nayak
2120985715,S. Vimal
2077591909,Sabina Elkins
2700917,E. Kochmar
3159752,J. Cheung
35224828,Iulian Serban
13787984,Jeongyoun Ahn
3304956,Yongho Jeon
2466789,I. Palomares
1397974254,Eugenio Martínez-Cámara
1403836595,R. Montes-Soldado
2106400192,Pablo García-Moral
31097203,M. Chiachío
3265985,J. Chiachío
143618209,S. Alonso
151453890,F. Melero
2106400966,Bárbara Fernández
2106400166,Cristina Moral
2106400273,Rosario Marchena
2106400725,Javier Pérez de Vargas
2056646744,Francisco Herrera
144467155,D. Farina
38816436,I. Vujaklija
48044524,Massimo Sartori
2571158,Tamas Kapelner
8157991,F. Negro
40375162,N. Jiang
6855194,K. Bergmeister
35012869,Arash Andalib
143961030,J. Príncipe
12070808,O. Aszmann
67042377,Sida Peng
1734481,Eirini Kalliamvakou
2205544450,Peter Cihon
88741890,Mert Demirer
123776193,Bledi Taska
49405431,P. Grossmann
12428455,O. Stringfield
1389997680,N. El-Hachem
145882824,M. Bui
7229537,E. Rios Velazquez
66906587,R. Leijenaar
1400863382,B. Haibe-Kains
1693233,P. Lambin
4579991,R. Gillies
2313999567,Sashya Siddhartha
1468415069,Elena Jurasaite-O’Keefe
2120705465,Harikumar Pallathadka
2146187013,Pavankumar Ravipati
2130134119,Guna Sekhar Sajja
101453056,K. Phasinam
1446979471,Thanwamas Kassanuk
2146530985,Domenic T. Sanchez
144936914,P. Prabhu
2586262,Zhiqiang Geng
2183836570,Xiaoyan Duan
2109018791,Jiatong Li
1585490808,Chong Chu
66381128,Yongming Han
66697271,A. Salem
144588806,M. Backes
2145954003,Yang Zhang
2152769626,Jian Wang
3008614,Siyuan Lu
2121366199,Shui-hua Wang
7550152,Yudong Zhang
147674071,Niklas Humble
2547308,Peter Mozelius
2200174656,Xiaoxuan Peng
2278886220,Yushan Jiang
1490915001,Belén Salvador-Acosta
1403086670,Luis Salvador-Ullauri
1403000656,Janio Jadán-Guerrero
145814376,Wayne Xiong
1755472,J. Droppo
144531812,Xuedong Huang
1745715,F. Seide
1727524,M. Seltzer
1762744,A. Stolcke
144580027,Dong Yu
1681543,G. Zweig
1810680,Seth Chin-Parker
2321580174,Julie Cantelon
102266843,Dorit A. Ganson
145948914,E. Coiera
51374066,A. Kocaballi
1998858,J. Halamka
3314963,L. Laranjo
2252987841,Daniel Susskind
1404584030,Roberto Martínez-Maldonado
2262173779,H. U. Hoppe
1738475,John Benedict du Boulay
1736591,Mohammad Ayoub Khan
2109205354,Prerna Singh
40034244,A. Nazir
2222036565,Rohan Mitra
2025140,Hana Sulieman
2258772337,Firuz Kamalov
47229716,Simon Rohrbach
12395618,M. Šiaučiulis
40289752,Greig Chisholm
151375485,Petrisor-Alin Pirvan
2324088109,Michael Saleeb
123495019,S. H. M. Mehr
2083276026,E. Trushina
40253530,A. Leonov
51216220,Graham Keenan
2175443024,Aamir Khan
2134698433,Alexander J S Hammer
2065601922,Leroy Cronin
2087716508,Faheem Ahmed
2170777725,In Suk Kang
2111835924,K. Kim
29331197,A. Asif
2191830601,Chethikkattuveli Salih Abdul Rahim
2146121960,A. Samantasinghar
2004358077,F. H. Memon
2150567228,Kyung-Hyun Choi
5690188,U. Cioffi
3865996,F. Raveglia
145581182,M. de Simone
6222830,A. Baisi
1453636357,M. Momin
1453629114,Nutan Suresh Bhagwat
1453628983,S. Chavhate
1453634477,Akshay Vishwas Dhiwar
2285271850,Prof. N. S Devekar
2314072643,Arefa Khan
2314224714,Anamika Singh
88843642,S. Malviya
52068311,Anil Kharia
47594232,Mohamed Hosny
95280480,Abdelazeem S. Eltaweil
11290541,S. Omar
21308708,A. Elgarahy
40398993,Y. Wu
1576818262,Saraswathi Nagandran
5460297,K. Batumalaie
1910264,S. Gopinath
78091466,O. John
145274256,M. Sekar
113597920,Trideep Saikia
8539773,Puvanan Karunanithi
66616861,M. Hatta
94118066,K. Akinyede
32866892,I. Molenaar
2616600,Hugh Chen
2180463,Su-In Lee
1572553928,A. Jahanger
3384044,I. Ozturk
2182571302,Joshua Chukwuma Onwe
2086943037,T. Joseph
2209166712,Mohammad Razib Hossain
1811529,A. Esteva
7999018,Brett Kuprel
5347246,R. Novoa
37397407,J. Ko
4648200,S. Swetter
3213968,H. Blau
144867807,S. Thrun
1403473008,M. A. Valenzuela-Escarcega
145773546,Ajay Nagesh
1760868,M. Surdeanu
2210161657,Diego Martinez
9747941,Qiaoyu Tan
2145340243,Jianyu Yang
47602054,P. Jiang
48728271,R. Nassar
70854193,Salman Ali Suhail
2065797607,M. Sufian
36672350,A. Deifalla
87810365,J. Laurent
6254704,J. Lennerz
2160573971,Ursula Green
16015502,Danton Char
143650563,M. Abràmoff
5993799,C. Feudtner
2248403476,Wei Dai
66191031,Jionghao Lin
2248336414,Hua Jin
2192181986,Tongguang Li
2051599,Yi-Shan Tsai
5671907,Guanliang Chen
38920486,Rafid Mahmood
12491682,James Lucas
145360004,David Acuna
48108537,Daiqing Li
103688686,Jonah Philion
2112783215,J. M. Álvarez
1751019,Zhiding Yu
37895334,S. Fidler
2065543878,M. Law
153112833,Sirui Ding
2057059798,Ruixiang Tang
49648991,Na Zou
2153280096,Kai Zhang
2155408529,Xiaoqian Jiang
2315995098,James Bessen
66669488,M. Goos
9368010,A. Salomons
1405336513,Wiljan van den Berge
15290283,W. Yue
2359807,Yanzhong Yao
47686610,M. Su
13416601,Q. Rong
2000172258,Chao Xu
69947310,Jon Wozencroft
1780531,Daniel S. Weld
33340656,Gagan Bansal
10751153,Wayne Holmes
1400276226,K. Porayska-Pomsta
2320027126,Kenneth Holstein
1654218420,Emma Sutherland
1571417160,Toby Baker
144324892,S. B. Shum
144856758,O. Santos
49745654,Mercedes T. Rodrigo
3017153,M. Cukurova
2321725,I. Bittencourt
1718810,K. Koedinger
16152124,Miru Tang
2207837585,Baiqing Li
2108431340,Hongming Chen
114215650,I. Celik
4682692,E. Oermann
2051069,D. Kondziolka
2211230885,Sarin Sok
31443913,Kimkong Heng
144152606,Hossein Hassani
33422510,E. Silva
145898058,Wil M.P. van der Aalst
1733795,Christof Weinhardt
30528739,Ömer Aydın
40631192,Enis Karaarslan
1828259,A. Smajdor
102679938,J. Herring
50345966,R. Wheeler
2044651102,Mayra Carrión-Toro
35597045,Marco Santórum
117066068,José Aguilar
103828032,María Pérez
2175589984,Elizabeth R Magill
2087394814,S. Demartis
13840342,E. Gavini
67028389,A. Permana
35508743,M. Adrianto
2058829885,David Waite
2051782552,Katie Glover
2119811347,Camila J Picco
4275392,Anna Korelidou
2098408635,Usanee Detamornrat
2219899794,Linlin Li
1389258397,Q. Anjani
2218628,R. Donnelly
1404978492,Juan Domínguez-Robles
5006378,E. Larrañeta
2247631893,Walaa Gouda
78100715,Rabab Yasin
2118675513,Jiaen Liang
144217709,Gwo-jen Hwang
145138762,Mei-Rong Alice Chen
1485372834,Darmawansah Darmawansah
40898374,Holly Else
144422064,M. Ryan
50147365,Gianluca Bonifazi
1395824321,Bernardo Breve
2053231377,Stefano Cirillo
1644042132,Enrico Corradini
66059197,L. Virgili
2143607565,M. Smith
2084552721,Lambert Hogenhout
145223146,Weipeng Yang
2883898,A. Daly
69051180,S. Devitt
144979473,Monique Mann
1398920601,F. Marmolejo‐Ramos
2064384207,Florence Gabriel
2094662,Kelsey E. Medeiros
112935442,Rebecca L Marrone
143653483,Srećko Joksimović
2159191937,Jie Zhang
2146425125,Zong-Ming Zhang
2114897422,Yan Qian
49672552,Cheng-Hsuan Li
143781709,Xiuguo Zou
152501500,Xuebin Feng
2099595684,Mao Xiao
