paperDOI;paperTitle;paperAbstract;paperAuthorID;paperAuthorName;conferenceWorkshopID;conferenceWorkshopName;conferenceWorkshopType;conferenceWorkshopEdition;conferenceWorkshopYear;conferenceWorkshopCity;journalID;journalName;jornalYear;jornalVolume;keywords
a0d18dddaa995b126ad373e33767b9b881d16b2f;An Introductory Review of Deep Learning for Prediction Models With Big Data;Deep learning models stand for a new learning paradigm in artificial intelligence (AI) and machine learning. Recent breakthrough results in image analysis and speech recognition have generated a massive interest in this field because also applications in many other domains providing big data seem possible. On a downside, the mathematical and computational methodology underlying deep learning models is very challenging, especially for interdisciplinary scientists. For this reason, we present in this paper an introductory review of deep learning approaches including Deep Feedforward Neural Networks (D-FFNN), Convolutional Neural Networks (CNNs), Deep Belief Networks (DBNs), Autoencoders (AEs), and Long Short-Term Memory (LSTM) networks. These models form the major core architectures of deep learning models currently used and should belong in any data scientist's toolbox. Importantly, those core architectural building blocks can be composed flexibly—in an almost Lego-like manner—to build new application-specific network architectures. Hence, a basic understanding of these network architectures is;['1399003993', '1698784963', '2113276011', '89377594', '1792351'];['F. Emmert-Streib', 'Zhenyi Yang', 'Han Feng', 'S. Tripathi', 'M. Dehmer'];;;;;;;0eduq9zr;Frontiers in Artificial Intelligence;2020.0;3;['Computer Science', 'Deep Learning', 'Medicine', 'Big Data']
456c011594ecacdd24298a161787389ccbe4b88b;Big Data Service Architecture: A Survey;As one of the main development directions in the information field, big data technology can be applied for data mining, data analysis and data sharing in the massive data, and it created huge economic benefits by using the potential value of data. Meanwhile, it can provide decision-making strategies for social and economic development. Big data service architecture is a new service economic model that takes data as a resource, and it loads and extracts the data collected from different data sources. This service architecture provides various customized data processing methods, data analysis and visualization services for service consumers. This paper first briefly introduces the general big data service architecture and the technical processing framework, which covered data collection and storage. Next, we discuss big data processing and analysis according to different service requirements, which can present valuable data for service consumers. Then, we introduce the detailed cloud computing service system;['2143716975', '47795877', '2118913820', '145165793', '2108122564'];['Jin Wang', 'Yaqiong Yang', 'Tian Wang', 'R. Sherratt', 'Jingyu Zhang'];;;;;;;2st8hi5g;Journal of Internet Technology;2020.0;21;['Computer Science', 'Big Data']
8b417c2be7a7707f372049fb1193f0d42f799562;Big Data and AI Revolution in Precision Agriculture: Survey and Challenges;Sustainable agricultural development is a significant solution with fast population development through the use of information and communication (ICT) in precision agriculture, which produced new methods for making cultivation further productive, proficient, well-regulated while preserving the climate. Big data (machine learning, deep learning, etc.) is amongst the vital technologies of ICT employed in precision agriculture for their huge data analytical capabilities to abstract significant information and to assist agricultural practitioners to comprehend well farming practices and take precise decisions. The main goal of this article is to acquire an awareness of the Big Data latest applications in smart agriculture and be acquainted with related social and financial challenges to be concentrated on. This article features data creation methods, accessibility of technology, accessibility of devices, software tools, and data analytic methods, and appropriate applications of big data in precision agriculture. Besides, there are still a few challenges that come across the;['50378979', '144847901'];['S. Bhat', 'N. Huang'];;;;;;;hntqzioj;IEEE Access;2021.0;9;['Computer Science', 'Big Data']
b34fc78de28be598e21118d7cb9d84d63374addc;Analysis of Dimensionality Reduction Techniques on Big Data;Due to digitization, a huge volume of data is being generated across several sectors such as healthcare, production, sales, IoT devices, Web, organizations. Machine learning algorithms are used to uncover patterns among the attributes of this data. Hence, they can be used to make predictions that can be used by medical practitioners and people at managerial level to make executive decisions. Not all the attributes in the datasets generated are important for training the machine learning algorithms. Some attributes might be irrelevant and some might not affect the outcome of the prediction. Ignoring or removing these irrelevant or less important attributes reduces the burden on machine learning algorithms. In this work two of the prominent dimensionality reduction techniques, Linear Discriminant Analysis (LDA) and Principal Component Analysis (PCA) are investigated on four popular Machine Learning (ML) algorithms, Decision Tree Induction, Support Vector Machine (SVM), Naive Bayes Classifier and Random Forest Classifier;['38608914', '49247239', '51017707', '46234199', '32336300', '2176030144', '2287603163', '2176030144'];['G. T. Reddy', 'M. P. K. Reddy', 'Kuruva Lakshmanna', 'Rajesh Kaluri', 'D. Rajput', 'Gautam Srivastava', 'Ieee Thar Baker Senior Member', 'Gautam Srivastava'];;;;;;;c7fo246t;IEEE Access;2020.0;8;['Computer Science', 'Big Data']
02a88547d6f6022bebc9aba6723a310cdf132f3f;Big Data;;['1702878', '2414189', '2080786832', '2092936661', '1712422', '1733290', '2069618919'];['M. Schermann', 'Holmer Hemsen', 'Christoph Buchmüller', 'Till Bitter', 'H. Krcmar', 'V. Markl', 'T. Hoeren'];;;;;;;0l4n1x3x;WIRTSCHAFTSINFORMATIK;2014.0;56;['Computer Science', 'Big Data']
48fc9c42522184c652742255fdf31f7b9ed7ebae;Brief introduction of medical database and data mining technology in big data era;Data mining technology can search for potentially valuable knowledge from a large amount of data, mainly divided into data preparation and data mining, and expression and analysis of results. It is a mature information processing technology and applies database technology. Database technology is a software science that researches manages, and applies databases. The data in the database are processed and analyzed by studying the underlying theory and implementation methods of the structure, storage, design, management, and application of the database. We have introduced several databases and data mining techniques to help a wide range of clinical researchers better understand and apply database technology.;['2144586446', '12013287', '50384351', '2156059845', '1500673788', '2118916449', '120615721', '143908700', '80193067'];['Jin Yang', 'Yuan-jie Li', 'Qingqing Liu', 'Li Li', 'Aozi Feng', 'Tianyi Wang', 'Shuai Zheng', 'Anding Xu', 'Jun Lyu'];;;;;;;ym2oqs5v;Journal of Evidence-Based Medicine;2020.0;13;['Data Mining', 'Medicine', 'Big Data']
cbad0923db89f23febcbd6192ff4149289ff2ad9;A survey on data‐efficient algorithms in big data era;;['9139705'];['Amina Adadi'];;;;;;;9e7ffh87;Journal of Big Data;2021.0;8;['Computer Science', 'Big Data']
752604994a7ca548ff2954114fc61a501d857b1c;Big data analytics and firm performance: Effects of dynamic capabilities;;['2749823', '143809890', '1864298', '121781054', '2051250', '2327630'];['S. Wamba', 'A. Gunasekaran', 'Shahriar Akter', 'S. Ren', 'Rameshwar Dubey', 'S. Childe'];;;;;;;icy25srj;Journal of Business Research;2017.0;70;['Computer Science', 'Big Data', 'Analytics']
391a5f286f814d852dddcab1b2b68e5c1af6c79e;Data mining with big data;Big Data concern large-volume, complex, growing data sets with multiple, autonomous sources. With the fast development of networking, data storage, and the data collection capacity, Big Data are now rapidly expanding in all science and engineering domains, including physical, biological and biomedical sciences. This paper presents a HACE theorem that characterizes the features of the Big Data revolution, and proposes a Big Data processing model, from the data mining perspective. This data-driven model involves demand-driven aggregation of information sources, mining and analysis, user interest modeling, and security and privacy considerations. We analyze the challenging issues in the data-driven model and also in the Big Data revolution.;['2271668292', '2283098327', '2286440807', '2286232238'];['Xindong Wu', 'Xingquan Zhu', 'Gong-Qing Wu', 'Wei Ding'];;;;;;;y0qye9vw;IEEE Transactions on Knowledge and Data Engineering;2016.0;26;['Computer Science', 'Data Mining', 'Big Data']
933baeec555352784848a93284c9dd0e79477759;Big Data in Smart Farming – A review;;['2448041', '47641392', '3059861', '98639980'];['S. Wolfert', 'L. Ge', 'C. Verdouw', 'M. Bogaardt'];;;;;;;ox2o2aj9;Agricultural Systems;2017.0;153;['Economics', 'Big Data']
b473e91cbe80c8b46451b49153cd5f93030480ab;Critical analysis of Big Data challenges and analytical methods;;['2735257', '1772062', '1690610', '1683959'];['U. Sivarajah', 'M. Kamal', 'Z. Irani', 'V. Weerakkody'];;;;;;;mwsej784;Journal of Business Research;2017.0;70;['Psychology', 'Big Data']
56266342b01a4f2ddc28a1e8401dbbad105736a5;Big Data Analytics in Weather Forecasting: A Systematic Review;;['2056343176', '134403952', '2277388', '2719926'];['Marzieh Fathi', 'Mostafa Haghi Kashani', 'S. M. Jameii', 'Ebrahim Mahdipour'];;;;;;;fxwnwhkx;Archives of Computational Methods in Engineering;2021.0;29;['Computer Science', 'Big Data', 'Analytics']
73d4accea441aae2373828a8dc2175aa2759c38f;Big Data in Finance;Big data is revolutionizing the finance industry and has the potential to significantly shape future research in finance. This special issue contains papers following the 2019 NBER-RFS Conference on Big Data. In this introduction to the special issue, we define the “big data” phenomenon as a combination of three features: large size, high dimension, and complex structure. Using the papers in the special issue, we discuss how new research builds on these features to push the frontier on fundamental questions across areas in finance—including corporate finance, market microstructure, and asset pricing. Finally, we offer some thoughts for future research directions.;['2275848903', '102309470', '2240347692'];['Itay Goldstein', 'Chester Spatt', 'Mao Ye'];;;;;;;dt2g91n7;The Review of Financial Studies;2021.0;46;['Economics', 'Big Data']
37b0a7a6c8fb26e32b9206847e78d521a2cd5900;A literature review on one-class classification and its potential applications in big data;;['1809915', '1723353821', '1725285'];['Naeem Seliya', 'Azadeh Abdollah Zadeh', 'T. Khoshgoftaar'];;;;;;;vnirxdyj;Journal of Big Data;2021.0;8;['Computer Science', 'Big Data']
4d1fdd81f033cd58f3723bfc61e7d12079647a7a;Predicting the Future - Big Data, Machine Learning, and Clinical Medicine.;The algorithms of machine learning, which can sift through vast numbers of variables looking for combinations that reliably predict outcomes, will improve prognosis, displace much of the work of radiologists and anatomical pathologists, and improve diagnostic accuracy.;['3797258', '39714312'];['Z. Obermeyer', 'E. Emanuel'];;;;;;;vr9mbzc8;The New England journal of medicine;2016.0;375 13;['Medicine', 'Machine Learning', 'Big Data']
efca2a32ce9c7a808c2c3efcc2c3dac032dfc8ea;Big Data and Machine Learning in Health Care.;Nearly all aspects of modern life are in some way being changed by big data and machine learning. Netflix knows what movies people like to watch and Google knows what people want to know based on their search histories. Indeed, Google has recently begun to replace much of its existing non–machine learning technology with machine learning algorithms, and there is great optimism that these techniques can provide similar improvements across many sectors. It isnosurprisethenthatmedicineisawashwithclaims of revolution from the application of machine learning to big health care data. Recent examples have demonstrated that big data and machine learning can create algorithms that perform on par with human physicians.1 Though machine learning and big data may seem mysterious at first, they are in fact deeply related to traditional statistical models that are recognizable to most clinicians. It is our hope that elucidating these connections will demystify these techniques and provide a set;['143649421', '1740538'];['Andrew Beam', 'I. Kohane'];;;;;;;204bsevw;JAMA;2018.0;319 13;['Medicine', 'Machine Learning', 'Big Data']
8f0d7df1e34867682d0816a38ef4a9bf4a74509c;Big data quality framework: a holistic approach to continuous quality management;;['1825498', '2394689', '1949827', '1741232'];['Ikbal Taleb', 'M. Serhani', 'Chafik Bouhaddioui', 'R. Dssouli'];;;;;;;uu284wt6;Journal of Big Data;2021.0;8;['Computer Science', 'Big Data']
9198d6ab8ad1c6f1527a7d4adf06809848bf23c7;Challenges and Future Directions of Big Data and Artificial Intelligence in Education;We discuss the new challenges and directions facing the use of big data and artificial intelligence (AI) in education research, policy-making, and industry. In recent years, applications of big data and AI in education have made significant headways. This highlights a novel trend in leading-edge educational research. The convenience and embeddedness of data collection within educational technologies, paired with computational techniques have made the analyses of big data a reality. We are moving beyond proof-of-concept demonstrations and applications of techniques, and are beginning to see substantial adoption in many areas of education. The key research trends in the domains of big data and AI are associated with assessment, individualized learning, and precision education. Model-driven data analytics approaches will grow quickly to guide the development, interpretation, and validation of the algorithms. However, conclusions from educational analytics should, of course, be applied with caution. At the education policy level, the government should;['48803731', '1804075', '3307051', '145620991', '153909377', '35043342', '1802882', '2055050266', '2158235850', '2250062'];['Hui Luan', 'P. Géczy', 'H. Lai', 'J. Gobert', 'Stephen J. H. Yang', 'H. Ogata', 'J. Baltes', 'R. Guerra', 'Ping Li', 'Chin-Chung Tsai'];;;;;;;uytg0bsu;Frontiers in Psychology;2020.0;11;['Medicine', 'Psychology', 'Artificial Intelligence', 'Big Data']
aca6d5f3866372a4506cf15773ae298f18c3f453;A comprehensive survey of anomaly detection techniques for high dimensional big data;;['2257020336', '1729840', '38152929', '1490967734'];['Srikanth Thudumu', 'P. Branch', 'Jiong Jin', 'Jugdutt Singh'];;;;;;;fzongcu3;Journal of Big Data;2020.0;7;['Computer Science', 'Big Data']
80dd97954ddf3edd22d4cb21f0ac31b7ffed6bbf;Digital Twin and Big Data Towards Smart Manufacturing and Industry 4.0: 360 Degree Comparison;With the advances in new-generation information technologies, especially big data and digital twin, smart manufacturing is becoming the focus of global manufacturing transformation and upgrading. Intelligence comes from data. Integrated analysis for the manufacturing big data is beneficial to all aspects of manufacturing. Besides, the digital twin paves a way for the cyber-physical integration of manufacturing, which is an important bottleneck to achieve smart manufacturing. In this paper, the big data and digital twin in manufacturing are reviewed, including their concept as well as their applications in product design, production planning, manufacturing, and predictive maintenance. On this basis, the similarities and differences between big data and digital twin are compared from the general and data perspectives. Since the big data and digital twin can be complementary, how they can be integrated to promote smart manufacturing are discussed.;['29011153', '50556355'];['Qinglin Qi', 'F. Tao'];;;;;;;rgzs6jrv;IEEE Access;2018.0;6;['Computer Science', 'Big Data']
10d89b13a6309a531c35701d37d3bd76a27a3942;Big Data Storage;;['2277231466', '2288855760'];['Martin Strohbach', 'AS A Commodity'];;;;;;;xrj4hzz3;Computer Science Magazine (2021.0);2021.0;22;['Computer Science', 'Big Data']
bc6dbcaf4d2c76e618ae3f1043fd7276cbdf7f9b;Big data in healthcare: management, analysis and future prospects;;['47212878', '49790135', '145451018', '2066084551'];['Sabyasachi Dash', 'S. Shakyawar', 'Mohit Sharma', 'S. Kaushik'];;;;;;;enfvh4sb;Journal of Big Data;2019.0;6;['Computer Science', 'Big Data']
dac7344737cb824634f757aede2dd46a6eed204b;Big data analytics in healthcare: promise and potential;;['1696238', '2742266'];['W. Raghupathi', 'V. Raghupathi'];;;;;;;stn42wwv;Health Information Science and Systems;2014.0;2;['Computer Science', 'Medicine', 'Big Data', 'Analytics']
78aab73ed574393ab421f25b3a0e3f7343e64748;Big Data and Big Data Analytics;;['8752082', '2606653', '2108409767', '2159706268', '9313397'];['Sam Goundar', 'Akashdeep Bhardwaj', 'Shavindar Singh', 'Mandeep Singh', 'H. Gururaj'];;;;;;;0w5qr1tp;Advances in Big Data Analytics;2022.0;73;['Big Data', 'Analytics']
3b217403302f9cb9d9685404c7646de7bc0db428;Data-intensive applications, challenges, techniques and technologies: A survey on Big Data;;['2265002225', '2264425447'];['Philip Chen', 'Chun-Yang Zhang'];;;;;;;43p0x4ru;Inf. Sci.;2014.0;275;['Computer Science', 'Big Data']
b52db9e41e15f76bdcfbe674abe0314af545c430;The Rise of “Big Data” on Cloud Computing;;['152117542'];['S. Singhal'];;;;;;;q19ximn0;Computer Science Journal (2021.0);2021.0;;['Cloud', 'Computer Science', 'Big Data']
de6cf3534f39748a223b9bb2b59d2e7ffcb6ae03;Using Big Data to Emulate a Target Trial When a Randomized Trial Is Not Available.;Ideally, questions about comparative effectiveness or safety would be answered using an appropriately designed and conducted randomized experiment. When we cannot conduct a randomized experiment, we analyze observational data. Causal inference from large observational databases (big data) can be viewed as an attempt to emulate a randomized experiment-the target experiment or target trial-that would answer the question of interest. When the goal is to guide decisions among several strategies, causal analyses of observational data need to be evaluated with respect to how well they emulate a particular target trial. We outline a framework for comparative effectiveness research using big data that makes the target trial explicit. This framework channels counterfactual theory for comparing the effects of sustained treatment strategies, organizes analytic approaches, provides a structured process for the criticism of observational studies, and helps avoid common methodologic pitfalls.;['40362338', '145607066'];['M. Hernán', 'J. Robins'];;;;;;;1uulcbsz;American journal of epidemiology;2016.0;183 8;['Medicine', 'Big Data']
718b5a40dba91bfa0bdfb9ac9ca4381425d2ff95;Axes of a revolution: challenges and promises of big data in healthcare;;['35641358', '1482559324', '143991343'];['S. Shilo', 'H. Rossman', 'E. Segal'];;;;;;;h8gmj6xb;Nature Medicine;2020.0;26;['Business', 'Medicine', 'Big Data']
78e40584f0d149bf6f98beb5561b7b83cb68e1b1;Assessing the impact of big data on firm innovation performance: Big data is not always better data;;['1752945', '51202981'];['Maryam Ghasemaghaei', 'G. Calic'];;;;;;;f4m0s0sk;Journal of Business Research;2020.0;58;['Business', 'Big Data']
2660dcf5bd16d14862a7bbb241fa4d85ae34327f;"The rise of ""big data"" on cloud computing: Review and open research issues";;['145963904', '3264408', '1940692', '145463228', '143930319', '1740261'];['I. A. T. Hashem', 'Ibrar Yaqoob', 'N. B. Anuar', 'Salimah Mokhtar', 'A. Gani', 'S. Khan'];;;;;;;z8ouf2b0;Inf. Syst.;2015.0;47;['Cloud', 'Computer Science', 'Big Data']
82870bc488b57cdf5ea62877109a7278af2926b3;Big Data and Artificial Intelligence Modeling for Drug Discovery.;Due to the massive data sets available for drug candidates, modern drug discovery has advanced to the big data era. Central to this shift is the development of artificial intelligence approaches to implementing innovative modeling based on the dynamic, heterogeneous, and large nature of drug data sets. As a result, recently developed artificial intelligence approaches such as deep learning and relevant modeling studies provide new solutions to efficacy and safety evaluations of drug candidates based on big data modeling and analysis. The resulting models provided deep insights into the continuum from chemical structure to in vitro, in vivo, and clinical outcomes. The relevant novel data mining, curation, and management techniques provided critical support to recent modeling studies. In summary, the new advancement of artificial intelligence in the big data era has paved the road to future rational drug development and optimization, which will have a significant impact on drug discovery;['145153297'];['Hao Zhu'];;;;;;;507rz2g1;Annual review of pharmacology and toxicology;2020.0;75;['Computer Science', 'Medicine', 'Artificial Intelligence', 'Big Data']
3dfa820702b6181c9964931f0a4d47fd298bf429;Mining Big Data in Education: Affordances and Challenges;The emergence of big data in educational contexts has led to new data-driven approaches to support informed decision making and efforts to improve educational effectiveness. Digital traces of student behavior promise more scalable and finer-grained understanding and support of learning processes, which were previously too costly to obtain with traditional data sources and methodologies. This synthetic review describes the affordances and applications of microlevel (e.g., clickstream data), mesolevel (e.g., text data), and macrolevel (e.g., institutional data) big data. For instance, clickstream data are often used to operationalize and understand knowledge, cognitive strategies, and behavioral processes in order to personalize and enhance instruction and learning. Corpora of student writing are often analyzed with natural language processing techniques to relate linguistic features to cognitive, social, behavioral, and affective processes. Institutional data are often used to improve student and administrational decision making through course guidance systems and early-warning systems. Furthermore, this chapter outlines;['1567584468', '1743903', '144849745', '1580222881', '1630595717', '50846470', '36472283', '145155831', '2996242'];['Christian Fischer', 'Z. Pardos', 'R. Baker', 'J. Williams', 'P. Smyth', 'Renzhe Yu', 'Stefan Slater', 'Rachel B. Baker', 'M. Warschauer'];;;;;;;a0mas71k;Review of Research in Education;2020.0;44;['Psychology', 'Big Data']
3789eb72c32ecf5e33442570358dd786dd67c8a2;Text Mining in Big Data Analytics;"Text mining in big data analytics is emerging as a powerful tool for harnessing the power of unstructured textual data by analyzing it to extract new knowledge and to identify significant patterns and correlations hidden in the data. This study seeks to determine the state of text mining research by examining the developments within published literature over past years and provide valuable insights for practitioners and researchers on the predominant trends, methods, and applications of text mining research. In accordance with this, more than 200 academic journal articles on the subject are included and discussed in this review; the state-of-the-art text mining approaches and techniques used for analyzing transcripts and speeches, meeting transcripts, and academic journal articles, as well as websites, emails, blogs, and social media platforms, across a broad range of application areas are also investigated. Additionally, the benefits and challenges related to text mining are also briefly outlined.";['144152608', '2541805', '1657286983', '1577833677', '71693831'];['Hossein Hassani', 'Christina Beneki', 'Stephane Unger', 'Maedeh Taj Mazinani', 'M. R. Yeganegi'];;;;;;;go6welox;Big Data Cogn. Comput.;2020.0;4;['Computer Science', 'Big Data', 'Analytics']
f11cba099b8cf14815f7b3d85f55ecfddbf9f04d;An Overview of End-to-End Entity Resolution for Big Data;One of the most critical tasks for improving data quality and increasing the reliability of data analytics is Entity Resolution (ER), which aims to identify different descriptions that refer to the same real-world entity. Despite several decades of research, ER remains a challenging problem. In this survey, we highlight the novel aspects of resolving Big Data entities when we should satisfy more than one of the Big Data characteristics simultaneously (i.e., Volume and Velocity with Variety). We present the basic concepts, processing steps, and execution strategies that have been proposed by database, semantic Web, and machine learning communities in order to cope with the loose structuredness, extreme diversity, high speed, and large scale of entity descriptions used by real-world applications. We provide an end-to-end view of ER workflows for Big Data, critically review the pros and cons of existing methods, and conclude with the main open research directions.;['3009404', '3226264', '1725167', '144774666', '12619004'];['V. Christophides', 'Vasilis Efthymiou', 'Themis Palpanas', 'G. Papadakis', 'Kostas Stefanidis'];;;;;;;mvtokkhv;ACM Computing Surveys (CSUR);2020.0;53;['Computer Science', 'Big Data']
e449b9b3fe04fe260731a3c74d2123bf6eaadf5b;A Review of Local Outlier Factor Algorithms for Outlier Detection in Big Data Streams;"Outlier detection is a statistical procedure that aims to find suspicious events or items that are different from the normal form of a dataset. It has drawn considerable interest in the field of data mining and machine learning. Outlier detection is important in many applications, including fraud detection in credit card transactions and network intrusion detection. There are two general types of outlier detection: global and local. Global outliers fall outside the normal range for an entire dataset, whereas local outliers may fall within the normal range for the entire dataset, but outside the normal range for the surrounding data points. This paper addresses local outlier detection. The best-known technique for local outlier detection is the Local Outlier Factor (LOF), a density-based technique. There are many LOF algorithms for a static data environment; however, these algorithms cannot be applied directly to data streams, which are an important type of big";['122358516', '51228069', '1705671', '1920715'];['Omar Alghushairy', 'Raed Alsini', 'T. Soule', 'Xiaogang Ma'];;;;;;;qd5gf616;Big Data Cogn. Comput.;2020.0;5;['Computer Science', 'Big Data']
17fca92ffd527c78c5dc6c7953e96671743807fa;Big Data Analytics Capabilities and Innovation: The Mediating Role of Dynamic Capabilities and Moderating Effect of the Environment;"With big data analytics growing rapidly in popularity, academics and practitioners have been considering the means through which they can incorporate the shifts these technologies bring into their competitive strategies. Drawing on the resource&#8208;based view, the dynamic capabilities view, and on recent literature on big data analytics, this study examines the indirect relationship between a big data analytics capability (BDAC) and two types of innovation capabilities: incremental and radical. The study extends existing research by proposing that BDACs enable firms to generate insight that can help strengthen their dynamic capabilities, which in turn positively impact incremental and radical innovation capabilities. To test their proposed research model, the authors used survey data from 175 chief information officers and IT managers working in Greek firms. By means of partial least squares structural equation modelling, the results confirm the authors&#8217; assumptions regarding the indirect effect that BDACs have on innovation capabilities. Specifically, they";['2424691', '52222865', '3357578', '1716522'];['Patrick Mikalef', 'Maria Boura', 'George Lekakos', 'J. Krogstie'];;;;;;;b73atadz;Change Management Strategy eJournal;2019.0;43;['Computer Science', 'Big Data', 'Analytics']
c48e0bd0f36c25ab83befbc7b7da369b75fd25f5;Big Data-Survey;Big data is the term for any gathering of information sets, so expensive and complex, that it gets to be hard to process for utilizing customary information handling applications. The difficulties incorporate investigation, catch, duration, inquiry, sharing, stockpiling, Exchange, perception, and protection infringement. To reduce spot business patterns, anticipate diseases, conflict etc., we require bigger data sets when compared with the smaller data sets. Enormous information is hard to work with utilizing most social database administration frameworks and desktop measurements and perception bundles, needing rather enormously parallel programming running on tens, hundreds, or even a large number of servers. In this paper there was an observation on Hadoop architecture, different tools used for big data and its security issues.;['2125885487', '152170791'];['P. S. G. Aruna Sri', 'Anusha M'];;;;;;;lcvdbha3;Indonesian Journal of Electrical Engineering and Informatics;2016.0;4;['Computer Science', 'Big Data']
1e4709c0b8fe3bf759cd64dc1ede695d6e5316f0;Deep learning applications and challenges in big data analytics;;['1979817', '2142983', '1725285', '1809915', '145539319', '50076239'];['M. M. Najafabadi', 'Flavio Villanustre', 'T. Khoshgoftaar', 'Naeem Seliya', 'Randall Wald', 'Edin A. Muharemagic'];;;;;;;5i8ant7t;Journal of Big Data;2015.0;2;['Computer Science', 'Deep Learning', 'Big Data', 'Analytics']
247dec05283a1a521f99253a6cca6a5858cac0d2;Big Data and Predictive Analytics and Manufacturing Performance: Integrating Institutional Theory, Resource‐Based View and Big Data Culture;The importance of big data and predictive analytics has been at the forefront of research for operations and manufacturing management. The literature has reported the influence of big data and predictive analytics for improved supply chain and operational performance, but there has been a paucity of literature regarding the role of external institutional pressures on the resources of the organization to build big data capability. To address this gap, this paper draws on the resource‐based view of the firm, institutional theory and organizational culture to develop and test a model that describes the importance of resources for building capabilities, skills and big data culture and subsequently improving cost and operational performance. We test our research hypotheses using 195 surveys, gathered using a pre‐tested questionnaire. Our contribution lies in providing insights regarding the role of external pressures on the selection of resources under the moderating effect of big data culture and;['2051250', '143809890', '2327630', '70039026', '1879141'];['Rameshwar Dubey', 'A. Gunasekaran', 'S. Childe', 'C. Blome', 'T. Papadopoulos'];;;;;;;yhokr1xv;Organizations & Markets: Policies & Processes eJournal;2019.0;22;['Computer Science', 'Predictive Analytics', 'Big Data', 'Analytics']
8894d431a768a35dc7ca4d762ebdba4f407b978c;The ProteomeXchange consortium in 2020: enabling ‘big data’ approaches in proteomics;Abstract The ProteomeXchange (PX) consortium of proteomics resources (http://www.proteomexchange.org) has standardized data submission and dissemination of mass spectrometry proteomics data worldwide since 2012. In this paper, we describe the main developments since the previous update manuscript was published in Nucleic Acids Research in 2017. Since then, in addition to the four PX existing members at the time (PRIDE, PeptideAtlas including the PASSEL resource, MassIVE and jPOST), two new resources have joined PX: iProX (China) and Panorama Public (USA). We first describe the updated submission guidelines, now expanded to include six members. Next, with current data submission statistics, we demonstrate that the proteomics field is now actively embracing public open data policies. At the end of June 2019, more than 14 100 datasets had been submitted to PX resources since 2012, and from those, more than 9 500 in just the last three years. In parallel, an unprecedented increase of data;['1763674', '2865038', '33582313', '1390051934', '31411209', '1605658912', '1402417041', '4007395', '13084208', '39268701', '151067942', '14948487', '46994990', '48576550', '49701119', '1785886', '144252544', '2167765', '2762241', '91596213', '3245770'];['E. Deutsch', 'N. Bandeira', 'Vagisha Sharma', 'Yasset Pérez-Riverol', 'Jeremy J. Carver', 'D. J. Kundu', 'D. García-Seisdedos', 'Andrew F. Jarnuczak', 'Suresh Hewapathirana', 'B. Pullman', 'J. Wertz', 'Zhi Sun', 'S. Kawano', 'Shujiro Okuda', 'Yu Watanabe', 'H. Hermjakob', 'B. MacLean', 'M. MacCoss', 'Yun-ping Zhu', 'Y. Ishihama', 'J. Vizcaíno'];;;;;;;5pdhrelv;Nucleic Acids Research;2019.0;48;['Computer Science', 'Medicine', 'Big Data', 'Biology']
4e13a8e8ba8d33e15ed037bfca7c651047533990;Big data for cyber physical systems in industry 4.0: a survey;ABSTRACT With the technology development in cyber physical systems and big data, there are huge potential to apply them to achieve personalization and improve resource efficiency in Industry 4.0. As Industry 4.0 is the relatively new concept originated from an advanced manufacturing vision supported by the German government in 2011, there are only several existing surveys on either cyber physical systems or big data in Industry 4.0. In addition, there are much less surveys related to the intersection between cyber physical systems and big data in Industry 4.0. However, cyber physical systems are closely related to big data in nature. For example, cyber physical systems will continuously generate a large amount of data which requires the big data techniques to process and help to improve system scalability, security, and efficiency. Therefore, we conduct this survey to bring more attention to this critical intersection and highlight the future research direction to;['39466716', '2055791334'];['Lida Xu', 'Lian Duan'];;;;;;;804wo188;Enterprise Information Systems;2019.0;13;['Computer Science', 'Big Data']
dbabab9bf5955558f73a37644f4bb626106a6d73;Big Data Analytics in Intelligent Transportation Systems: A Survey;Big data is becoming a research focus in intelligent transportation systems (ITS), which can be seen in many projects around the world. Intelligent transportation systems will produce a large amount of data. The produced big data will have profound impacts on the design and application of intelligent transportation systems, which makes ITS safer, more efficient, and profitable. Studying big data analytics in ITS is a flourishing field. This paper first reviews the history and characteristics of big data and intelligent transportation systems. The framework of conducting big data analytics in ITS is discussed next, where the data source and collection methods, data analytics methods and platforms, and big data analytics application categories are summarized. Several case studies of big data analytics applications in intelligent transportation systems, including road traffic accidents analysis, road traffic flow prediction, public transportation service plan, personal travel route plan, rail transportation management and control, and assets;['4096586', '1696615', '51224577', '145550711', '144543527'];['Li Zhu', 'F. Yu', 'Yige Wang', 'B. Ning', 'T. Tang'];;;;;;;6gcte67n;IEEE Transactions on Intelligent Transportation Systems;2019.0;20;['Computer Science', 'Big Data', 'Analytics']
9e3816be8cf4821d74e258de10ee471382936a30;Privacy in the age of medical big data;;['2247069462', '2237824370'];['W. N. Price', 'I. G. Cohen'];;;;;;;st251xt9;Nature Medicine;2019.0;25;['Business', 'Medicine', 'Big Data']
